NUMBER	DATE	GRID	SPECIES	X	Y	WEIGHT	TOE	SX	SEXCON	FLAGS
7056	23/11/1995	MOSA	MN	14	E	22	1//45206080	M	AN	      
7057	23/11/1995	MOSA	MN	15	B	30	1//452070100	M	AN	      
7058	23/11/1995	MOSA	MN	19	H	21	1//45306090	F	CSN	      
7059	23/11/1995	MOSA	MN	21	F	21	1//454080100	M	AN	      
7060	23/11/1995	MOSA	MN	5	E	40	1//462090100	F	CSN	      
7061	23/11/1995	MOSA	MN	5	F	26	1//463070100	M	AN	      
7062	23/11/1995	MOSA	MN	8	F	21	1//46408090	M	AN	      
7063	23/11/1995	MOSA	MN	7	A	19	1//465090100	M	AN	      
7064	23/11/1995	MOSA	MN	5	B	44	1//47102080	F	CSN	     CON  
7065	23/11/1995	MOSA	MN	10	I	35	1//47103090	F	CSN	     CON  
7066	23/11/1995	MOSA	MN	10	H	25	1//47107080	M	AN	      
7067	23/11/1995	MOSA	MN	9	F	30	1//47107090	F	CSN	      
7068	23/11/1995	MOSA	MN	10	G	24	1//47206080	M	AN	      
7069	23/11/1995	MOSA	MN	12	J	24	1//47207080	M	AN	      
7070	23/11/1995	MOSA	MN	12	I	20	1//47208090	F	CSN	      
7071	23/11/1995	MOSA	MN	30	F	30	1//47405080	F	CSN	     CON  
7072	23/11/1995	MOSA	MN	18	E	18	1//475070100	M	AN	      
7073	23/11/1995	MOSA	MN	13	E	40	1//48104080	F	CSN	     CON  
7074	23/11/1995	MOSA	MN	19	E	30	1//48203070	M	SN	      
7075	23/11/1995	MOSA	MN	20	I	20	1//482060100	M	AN	      
7076	23/11/1995	MOSA	MN	19	D	41	1//48206070	M	SN	      
7077	23/11/1995	MOSA	MN	13	D	20	1//48308090	M	AN	      
7078	23/11/1995	MOSA	MN	30	D	40	1//48405060	M	SV	      
7079	23/11/1995	MOSA	MN	27	H	41	1//484060100	F	PSN	     CON  
7080	23/11/1995	MOSA	MN	22	H	32	1//48406080	F	CSN	     CON  
7081	23/11/1995	MOSA	MN	25	I	26	1//48508090	M	AN	      
7082	23/11/1995	MOSA	MN	23	A	31	2//1100	M	SN	      
7083	23/11/1995	MOSA	MN	1	D	10	2//15060	M	AN	      
7084	23/11/1995	MOSA	MN	20	A	41	2//1510100	M	SN	     CON  
7085	23/11/1995	MOSA	MN	7	I	29	2//151060	M	SN	      
7086	23/11/1995	MOSA	MN	21	C	25	2//151070	M	AN	      
7087	23/11/1995	MOSA	MN	21	D	20	2//151080	F	CSN	      
7088	23/11/1995	MOSA	MN	21	D	15	2//151090	F	CSN	      
7089	23/11/1995	MOSA	MN	18	H	18	2//1520100	M	AN	      
7090	23/11/1995	MOSA	MN	19	I	25	2//152060	M	AN	      
7091	23/11/1995	MOSA	MN	19	F	16	2//152070	M	AN	      
7092	23/11/1995	MOSA	MN	19	G	33	2//152080	F	CSN	      
7093	23/11/1995	MOSA	MN	18	J	23	2//152090	M	AN	      
7094	23/11/1995	MOSA	MN	12	F	27	2//1530	M	AN	      
7095	23/11/1995	MOSA	MN	16	G	23	2//1530100	M	AN	      
7096	23/11/1995	MOSA	MN	17	D	46	2//153060	F	CSN	      
7097	23/11/1995	MOSA	MN	17	E	20	2//153070	M	AN	      
7098	23/11/1995	MOSA	MN	17	A	27	2//153080	M	AN	      
7099	23/11/1995	MOSA	MN	17	C	20	2//153090	F	CSN	      
7100	23/11/1995	MOSA	MN	14	C	20	2//1540100	F	CSN	      
7101	23/11/1995	MOSA	MN	16	J	34	2//154060	F	CSN	      
7102	23/11/1995	MOSA	MN	16	A	28	2//154070	M	AN	      
7103	23/11/1995	MOSA	MN	16	E	18	2//154080	F	CSN	      
7104	23/11/1995	MOSA	MN	15	A	25	2//154090	F	CSN	      
7105	23/11/1995	MOSA	MN	4	A	30	2//1550	M	AN	     CON  
7106	23/11/1995	MOSA	MN	11	I	26	2//1550100	M	AN	      
7107	23/11/1995	MOSA	MN	13	F	24	2//155060	M	AN	      
7108	23/11/1995	MOSA	MN	12	A	32	2//155070	M	AN	      
7109	23/11/1995	MOSA	MN	12	B	23	2//155080	M	AN	      
7110	23/11/1995	MOSA	MN	11	C	42	2//155090	M	AN	      
7111	23/11/1995	MOSA	MN	10	A	26	2//1610100	F	CSN	      
7112	23/11/1995	MOSA	MN	11	D	28	2//161060	M	AN	      
7113	23/11/1995	MOSA	MN	11	E	29	2//161070	F	CSN	      
7114	23/11/1995	MOSA	MN	10	J	51	2//161080	F	CSN	      
7115	23/11/1995	MOSA	MN	10	B	28	2//161090	F	CSN	      
7116	23/11/1995	MOSA	MN	8	J	35	2//1620100	M	AN	      
7117	23/11/1995	MOSA	MN	10	A	20	2//162060	F	CSN	      
7118	23/11/1995	MOSA	MN	9	G	16	2//162070	M	AN	      
7119	23/11/1995	MOSA	MN	9	A	16	2//162080	M	AN	      
7120	23/11/1995	MOSA	MN	9	A	19	2//162090	F	CSN	      
7121	23/11/1995	MOSA	MN	6	B	30	2//1630100	F	PSN	      
7122	23/11/1995	MOSA	MN	8	D	78	2//163060	M	AN	      
7123	23/11/1995	MOSA	MN	8	G	19	2//163070	M	AN	      
7124	23/11/1995	MOSA	MN	7	C	35	2//163080	F	CSN	      
7125	23/11/1995	MOSA	MN	7	H	17	2//163090	F	CSN	      
7126	23/11/1995	MOSA	MN	9	C	31	2//1640	M	AN	      
7127	23/11/1995	MOSA	MN	4	F	20	2//1640100	F	CSN	      
7128	23/11/1995	MOSA	MN	6	C	19	2//164060	M	AN	      
7129	23/11/1995	MOSA	MN	5	A	24	2//164070	M	AN	      
7130	23/11/1995	MOSA	MN	5	G	21	2//164080	M	AN	      
7131	23/11/1995	MOSA	MN	4	H	35	2//164090	M	AN	      
7132	23/11/1995	MOSA	MN	3	I	36	2//1650100	F	CSN	      
7133	23/11/1995	MOSA	MN	4	I	23	2//165060	M	AN	      
7134	23/11/1995	MOSA	MN	3	D	27	2//165070	M	AN	      
7135	23/11/1995	MOSA	MN	3	E	24	2//165080	M	AN	      
7136	23/11/1995	MOSA	MN	3	H	19	2//165090	F	CSN	      
7137	23/11/1995	MOSA	MN	2	J	28	2//1710100	F	CSN	      
7138	23/11/1995	MOSA	MN	3	J	30	2//171060	M	AN	      
7139	23/11/1995	MOSA	MN	2	B	23	2//171070	F	CSN	      
7140	23/11/1995	MOSA	MN	2	G	24	2//171080	M	AN	      
7141	23/11/1995	MOSA	MN	2	A	22	2//171090	M	AN	      
7142	23/11/1995	MOSA	MN	1	C	17	2//172060	F	CSN	      
7143	23/11/1995	MOSA	MN	1	G	31	2//172070	M	AN	      
7144	23/11/1995	MOSA	MN	1	F	47	2//172080	M	SV	      
7145	23/11/1995	MOSA	MN	9	H	24	2//1730	F	CSN	      
7146	23/11/1995	MOSA	MN	5	C	38	2//1750	F	CSN	     CON  
7147	23/11/1995	MOSA	MN	20	G	20	2//182060	M	AN	      
7148	23/11/1995	MOSA	MN	4	G	24	2//1850	M	AN	      
7149	23/11/1995	MOSA	MN	2	I	19	2//1890	F	CSN	      
7150	23/11/1995	MOSA	MN	14	B	29	2//2090	F	CSN	      
7151	23/11/1995	MOSA	MN	13	A	22	2//21070	F	CSN	      
7152	23/11/1995	MOSA	MN	18	B	24	2//2205060	M	AN	      
7153	23/11/1995	MOSA	MN	15	G	25	2//22070	M	AN	      
7154	23/11/1995	MOSA	MN	15	E	27	2//23060	M	AN	      
7155	23/11/1995	MOSA	MN	16	H	29	2//23070	F	CSN	      
7156	23/11/1995	MOSA	MN	17	I	28	2//24070	M	AN	      
7157	23/11/1995	MOSA	MN	18	I	27	2//25070	F	CSN	      
7158	23/11/1995	MOSA	MN	19	A	41	2//25090	F	CSN	      
7159	23/11/1995	MOSA	LR	18	A	58	2//2520100	M	AN	      
7160	23/11/1995	MOSA	MN	27	C	32	2//25306090	M	AN	      
7161	23/11/1995	MOSA	MN	29	I	27	2//26	F	CSN	      
7162	23/11/1995	MOSA	MN	6	H	36	2//2620	F	CSN	      
7163	23/11/1995	MOSA	MN	7	B	27	2//2660	F	CSN	      
7164	23/11/1995	MOSA	MN	9	J	46	2//27100	M	SV	      
7165	23/11/1995	MOSA	MN	13	H	19	2//2790	F	CSN	      
7166	23/11/1995	MOSA	MN	30	G	20	2//280	F	CSN	      
7167	23/11/1995	MOSA	MN	9	C	23	2//2810	F	CSN	      
7168	23/11/1995	MOSA	MN	14	G	25	2//3060	M	AN	      
7169	23/11/1995	MOSA	MN	14	A	34	2//3090	F	CSN	     CON  
7170	23/11/1995	MOSA	MN	13	B	36	2//31070	M	AN	      
7171	23/11/1995	MOSA	MN	6	E	24	2//33060	M	AN	      
7172	23/11/1995	MOSA	MN	28	F	41	2//35	M	AN	     CON  
7173	23/11/1995	MOSA	MN	22	C	33	2//35100	M	SN	     CON  
7174	23/11/1995	MOSA	TA	20	B	52	2//3590	M	AN	      
7175	23/11/1995	MOSA	MN	22	I	27	2//3610	M	AN	      
7176	23/11/1995	MOSA	MN	24	H	24	2//3650	F	CSN	      
7177	23/11/1995	MOSA	MN	28	C	30	2//370	F	CSN	      
7178	23/11/1995	MOSA	MN	26	J	33	2//3730	M	SN	      
7179	23/11/1995	MOSA	LR	27	D	47	2//3760	M	AN	      
7180	23/11/1995	MOSA	MN	24	C	45	2//3810	F	CSN	      
7181	23/11/1995	MOSA	MN	25	C	32	2//3830	M	AN	      
7182	23/11/1995	MOSA	MN	28	B	20	2//3850	F	CSN	      
7183	23/11/1995	MOSA	MN	29	J	30	2//3870	M	AN	      
7184	23/11/1995	MOSA	MN	30	C	24	2//3890	M	AN	      
7185	23/11/1995	MOSA	MN	9	B	35	2//42060	M	AN	      
7186	23/11/1995	MOSA	MN	11	G	33	2//42090	M	AN	      
7187	23/11/1995	MOSA	MN	11	H	27	2//430100	M	AN	      
7188	23/11/1995	MOSA	MN	12	D	32	2//44090	F	CSN	      
7189	23/11/1995	MOSA	MN	12	G	17	2//450100	M	AN	      
7190	23/11/1995	MOSA	MN	12	E	28	2//45060	M	AN	      
7191	23/11/1995	MOSA	MN	18	G	22	2//4510	F	CSN	      
7192	23/11/1995	MOSA	MN	16	F	19	2//45100	M	AN	      
7193	23/11/1995	MOSA	MN	17	G	24	2//4580	M	AN	     CON  
7194	23/11/1995	MOSA	MN	21	H	29	2//460	M	AN	      
7195	23/11/1995	MOSA	MN	2	E	45	2//46100	F	CSN	      
7196	23/11/1995	MOSA	MN	1	A	31	2//4620	F	CSN	      
7197	23/11/1995	MOSA	MN	1	H	15	2//4650	M	AN	      
7198	23/11/1995	MOSA	MN	1	J	22	2//4670	M	AN	      
7199	23/11/1995	MOSA	MN	22	E	44	2//470	M	SN	     CON  
7200	23/11/1995	MOSA	MN	4	J	40	2//47100	F	CSN	      
7201	23/11/1995	MOSA	MN	8	B	30	2//48100	F	CSN	      
7202	23/11/1995	MOSA	MN	6	F	26	2//4880	M	AN	      
7203	23/11/1995	MOSA	MN	11	F	23	2//5090	M	AN	      
7204	23/11/1995	MOSA	MN	14	J	30	2//51070	F	CSN	      
7205	23/11/1995	MOSA	MN	16	D	35	2//52080	M	SN	      
7206	23/11/1995	MOSA	MN	16	C	41	2//52090	M	SN	      
7207	23/11/1995	MOSA	MN	17	J	31	2//53080	M	SN	     CON  
7208	23/11/1995	MOSA	MN	18	F	38	2//540100	F	CSN	      
7209	23/11/1995	MOSA	MN	19	I	28	2//54060	F	CSN	      
7210	23/11/1995	MOSA	MN	18	B	18	2//54070	M	AN	      
7211	23/11/1995	MOSA	MN	20	F	24	2//55090	M	AN	      
7212	23/11/1995	MOSA	MN	20	C	20	2//570	F	CSN	      
7213	23/11/1995	MOSA	MN	20	J	27	2//610	M	AN	      
7214	23/11/1995	MOSA	MN	23	B	33	2//610100	M	AN	      
7215	23/11/1995	MOSA	MN	22	J	28	2//62060	M	AN	      
7216	23/11/1995	MOSA	MN	23	E	19	2//63060	M	AN	      
7217	23/11/1995	MOSA	MN	23	H	29	2//63090	F	CSN	      
7218	23/11/1995	MOSA	MN	24	F	34	2//64080	M	AN	      
7219	23/11/1995	MOSA	LR	26	D	32	2//650100	M	AN	      
7220	23/11/1995	MOSA	MN	21	G	32	2//660	M	SN	      
7221	23/11/1995	MOSA	MN	21	E	22	2//690	M	AN	      
7222	23/11/1995	MOSA	MN	29	C	36	2//71080	M	SN	      
7223	23/11/1995	MOSA	MN	29	D	19	2//72060	F	CSN	      
7224	23/11/1995	MOSA	MN	30	C	19	2//730100	M	AN	      
7225	23/11/1995	MOSA	MN	30	F	35	2//740100	M	SN	      
7226	23/11/1995	MOSA	MN	29	H	13	2//74070	M	AN	      
7227	23/11/1995	MOSA	MN	30	H	22	2//750100	M	AN	      
7228	23/11/1995	MOSA	MN	30	A	22	2//75060	F	CSN	      
7229	23/11/1995	MOSA	MN	30	A	21	2//75070	M	AN	      
7230	23/11/1995	MOSA	MN	30	B	44	2//75080	M	SN	     CON  
7231	23/11/1995	MOSA	MN	30	J	19	2//75090	F	CSN	      
7232	23/11/1995	MOSA	CH	27	F	18	2//810100	F	CSN	      
7233	23/11/1995	MOSA	MN	29	F	22	2//81060	M	AN	      
7234	23/11/1995	MOSA	MN	29	H	20	2//81070	F	CSN	      
7235	23/11/1995	MOSA	MN	29	E	17	2//81080	F	CSN	      
7236	23/11/1995	MOSA	MN	27	J	32	2//81090	M	AN	      
7237	23/11/1995	MOSA	MN	25	J	25	2//820100	F	CSN	      
7238	23/11/1995	MOSA	MN	27	B	46	2//82060	M	SN	      
7239	23/11/1995	MOSA	TA	26	H	70	2//82070	M	SN	     CON  
7240	23/11/1995	MOSA	TA	26	G	59	2//82080	F	CSN	      
7241	23/11/1995	MOSA	MN	25	D	19	2//82090	F	CSN	      
7242	23/11/1995	MOSA	MN	23	F	22	2//830100	F	CSN	      
7243	23/11/1995	MOSA	MN	24	B	24	2//83060	F	CSN	      
7244	23/11/1995	MOSA	MN	24	E	17	2//83070	F	CSN	      
7245	23/11/1995	MOSA	MN	24	I	20	2//83080	M	AN	      
7246	23/11/1995	MOSA	MN	23	I	16	2//83090	M	AN	      
7247	23/11/1995	MOSA	MN	22	D	19	2//840100	M	AN	      
7248	23/11/1995	MOSA	MN	23	C	22	2//84060	M	AN	      
7249	23/11/1995	MOSA	TA	23	G	58	2//84070	M	AN	      
7250	23/11/1995	MOSA	MN	22	B	16	2//84080	M	AN	      
7251	23/11/1995	MOSA	MN	22	A	22	2//84090	M	AN	      
7252	23/11/1995	MOSA	MN	21	I	27	2//850100	F	CSN	      
7253	23/11/1995	MOSA	MN	22	G	42	2//85060	F	CSN	      
7254	23/11/1995	MOSA	MN	21	A	38	2//85070	M	AN	      
7255	23/11/1995	MOSA	MN	21	J	10	2//85080	M	AN	     CON  
7256	23/11/1995	MOSA	TA	21	B	63	2//85090	F	CSN	     CON  
7257	24/11/1995	MOSA	MN	16	J	28	1//15107080	M	AN	     CON  
7258	24/11/1995	MOSA	MN	30	B	38	1//152090100	M	SV	      
7259	24/11/1995	MOSA	MN	5	A	40	1//153070100	M	SV	      
7260	24/11/1995	MOSA	MN	15	I	23	1//153080100	F	CSN	      
7261	24/11/1995	MOSA	MN	11	J	40	1//15406070	F	PSN	     CON  
7262	24/11/1995	MOSA	MN	21	H	32	1//15406080	M	AN	     CON  
7263	24/11/1995	MOSA	MN	27	G	38	1//155060100	F	CSN	     CON  
7264	24/11/1995	MOSA	MN	12	C	30	1//161060100	M	AN	     CON  
7265	24/11/1995	MOSA	MN	21	F	25	1//161090100	M	AN	     CON  
7266	24/11/1995	MOSA	MN	25	E	34	1//16207090	F	CSN	     CON  
7267	24/11/1995	MOSA	MN	29	A	34	1//16307090	F	CSN	     CON  
7268	24/11/1995	MOSA	MN	2	E	40	1//163080100	F	CSN	      
7269	24/11/1995	MOSA	MN	5	E	33	1//16407080	M	AN	     CON  
7270	24/11/1995	MOSA	MN	11	G	23	1//165060100	M	AN	      
7271	24/11/1995	MOSA	MN	9	C	29	1//165070100	F	CSN	      
7272	24/11/1995	MOSA	MN	14	G	23	1//165090100	F	CSN	      
7273	24/11/1995	MOSA	MN	15	D	25	1//171060100	F	CSN	      
7274	24/11/1995	MOSA	MN	15	H	21	1//17106090	M	AN	      
7275	24/11/1995	MOSA	MN	17	E	29	1//171080100	M	AN	      
7276	24/11/1995	MOSA	MN	27	H	45	1//173070100	M	SV	      
7277	24/11/1995	MOSA	MN	26	G	23	1//173090100	F	CSN	      
7278	24/11/1995	MOSA	MN	29	C	26	1//17407080	M	AN	      
7279	24/11/1995	MOSA	MN	6	C	28	1//181090100	M	AN	      
7280	24/11/1995	MOSA	MN	11	B	18	1//182070100	F	CSN	      
7281	24/11/1995	MOSA	MN	13	B	36	1//18306080	M	SV	      
7282	24/11/1995	MOSA	MN	20	G	36	1//184090100	F	CSN	     CON  
7283	24/11/1995	MOSA	MN	23	E	37	1//25206090	M	SN	      
7284	24/11/1995	MOSA	MN	23	G	27	1//252070100	F	CSN	      
7285	24/11/1995	MOSA	MN	27	F	30	1//25208090	F	CSN	      
7286	24/11/1995	MOSA	MN	27	E	37	1//253060100	M	AN	      
7287	24/11/1995	MOSA	MN	30	G	30	1//25308090	M	AN	      
7288	24/11/1995	MOSA	MN	22	C	35	1//25406080	F	CSN	      
7289	24/11/1995	MOSA	MN	30	H	32	1//25407080	F	CSN	      
7290	24/11/1995	MOSA	MN	17	G	33	1//25407090	F	CSN	      
7291	24/11/1995	MOSA	MN	14	D	21	1//26306080	M	AN	      
7292	24/11/1995	MOSA	MN	17	I	27	1//263070100	M	AN	      
7293	24/11/1995	MOSA	MN	24	F	30	1//26407090	F	CSN	      
7294	24/11/1995	MOSA	MN	30	F	32	1//26507090	F	CSN	      
7295	24/11/1995	MOSA	MN	6	G	35	1//27406080	F	CSN	      
7296	24/11/1995	MOSA	MN	19	B	42	1//28106090	M	AN	     CON  
7297	24/11/1995	MOSA	MN	14	E	28	1//282060100	M	AN	      
7298	24/11/1995	MOSA	MN	17	F	22	1//28307090	F	CSN	      
7299	24/11/1995	MOSA	TA	20	B	60	1//284070100	F	CSN	      
7300	24/11/1995	MOSA	MN	18	C	22	1//28507080	M	AN	      
7301	24/11/1995	MOSA	MN	17	B	29	1//352080100	M	AN	     CON  
7302	24/11/1995	MOSA	LR	23	H	41	1//35406070	M	SV	     CON  
7303	24/11/1995	MOSA	MN	30	C	24	1//355090100	F	CSN	      
7304	24/11/1995	MOSA	MN	2	C	29	1//362060100	M	SN	      
7305	24/11/1995	MOSA	MN	4	G	19	1//36208090	F	CSN	      
7306	24/11/1995	MOSA	MN	8	B	21	1//36306070	M	AN	      
7307	24/11/1995	MOSA	MN	7	E	23	1//36306090	M	AN	      
7308	24/11/1995	MOSA	MN	7	F	28	1//363070100	M	AN	     CON  
7309	24/11/1995	MOSA	MN	7	B	34	1//36406070	F	CSN	     CON  
7310	24/11/1995	MOSA	MN	13	H	39	1//364070100	M	SN	      
7311	24/11/1995	MOSA	MN	11	A	22	1//36407090	F	CSN	      
7312	24/11/1995	MOSA	MN	12	H	23	1//36508090	M	AN	      
7313	24/11/1995	MOSA	MN	15	E	20	1//37106080	F	CSN	      
7314	24/11/1995	MOSA	MN	19	D	38	1//37306070	F	CSN	      
7315	24/11/1995	MOSA	MN	26	A	33	1//38206070	M	SV	     CON  
7316	24/11/1995	MOSA	MN	5	B	20	1//38406070	M	AN	      
7317	24/11/1995	MOSA	MN	7	B	16	1//384070100	M	AN	      
7318	24/11/1995	MOSA	MN	12	A	24	1//38507090	M	AN	      
7319	24/11/1995	MOSA	MN	15	B	28	1//452070100	M	AN	      
7320	24/11/1995	MOSA	MN	17	C	27	1//45306070	M	AN	      
7321	24/11/1995	MOSA	MN	18	H	20	1//45306090	F	CSN	      
7322	24/11/1995	MOSA	MN	22	E	23	1//46106090	F	CSN	      
7323	24/11/1995	MOSA	MN	25	H	21	1//46206070	M	AN	      
7324	24/11/1995	MOSA	MN	5	G	37	1//462090100	F	CSN	      
7325	24/11/1995	MOSA	MN	4	D	24	1//46306090	M	AN	      
7326	24/11/1995	MOSA	MN	4	F	24	1//463070100	M	AN	      
7327	24/11/1995	MOSA	MN	12	B	34	1//46406070	F	CSN	      
7328	24/11/1995	MOSA	MN	8	E	20	1//46408090	M	AN	      
7329	24/11/1995	MOSA	MN	7	J	19	1//46506080	M	AN	      
7330	24/11/1995	MOSA	MN	1	B	21	1//47102070	M	AN	     CON  
7331	24/11/1995	MOSA	MN	3	D	43	1//47102080	F	CSN	     CON  
7332	24/11/1995	MOSA	MN	10	H	31	1//47103090	F	CSN	     CON  
7333	24/11/1995	MOSA	MN	8	H	36	1//47104060	F	CSN	     CON  
7334	24/11/1995	MOSA	MN	11	H	21	1//47107080	M	AN	      
7335	24/11/1995	MOSA	MN	10	G	27	1//47107090	F	CSN	      
7336	24/11/1995	MOSA	MN	12	D	36	1//47308090	M	AN	      
7337	24/11/1995	MOSA	MN	5	F	29	1//48102080	M	AN	     CON  
7338	24/11/1995	MOSA	MN	3	B	35	1//48102090	F	CSN	     CON  
7339	24/11/1995	MOSA	MN	12	F	35	1//48104080	F	CSN	     CON  
7340	24/11/1995	MOSA	MN	1	J	16	1//48105070	M	AN	      
7341	24/11/1995	MOSA	MN	20	D	28	1//48203070	M	SN	      
7342	24/11/1995	MOSA	MN	20	I	18	1//482060100	M	AN	      
7343	24/11/1995	MOSA	MN	21	B	37	1//48206070	M	SV	      
7344	24/11/1995	MOSA	MN	22	H	23	1//483070100	M	AN	      
7345	24/11/1995	MOSA	MN	30	E	38	1//48405060	M	SV	      
7346	24/11/1995	MOSA	MN	26	H	38	1//484060100	F	CSN	     CON  
7347	24/11/1995	MOSA	MN	22	D	41	1//48406070	F	CSN	      
7348	24/11/1995	MOSA	MN	21	G	29	1//48406080	F	CSN	     CON  
7349	24/11/1995	MOSA	TA	24	D	84	1//48506070	F	CSN	      
7350	24/11/1995	MOSA	MN	27	A	29	2//1100	M	SN	      
7351	24/11/1995	MOSA	MN	2	I	13	2//11090	F	CSN	      
7352	24/11/1995	MOSA	MN	20	A	37	2//1510100	M	AN	     CON  
7353	24/11/1995	MOSA	MN	18	I	23	2//152060	M	AN	      
7354	24/11/1995	MOSA	MN	19	J	22	2//152090	M	AN	      
7355	24/11/1995	MOSA	MN	16	A	23	2//154090	F	CSN	      
7356	24/11/1995	MOSA	MN	4	A	29	2//1550	M	AN	     CON  
7357	24/11/1995	MOSA	MN	9	A	21	2//1580	M	AN	      
7358	24/11/1995	MOSA	MN	11	D	26	2//161060	M	AN	      
7359	24/11/1995	MOSA	MN	10	J	47	2//161080	F	CSN	      
7360	24/11/1995	MOSA	MN	8	A	16	2//162060	F	CSN	      
7361	24/11/1995	MOSA	MN	8	A	12	2//162080	M	AN	      
7362	24/11/1995	MOSA	MN	5	C	27	2//1630100	F	PSN	      
7363	24/11/1995	MOSA	MN	9	E	28	2//1640	M	AN	      
7364	24/11/1995	MOSA	MN	6	D	20	2//164080	M	AN	      
7365	24/11/1995	MOSA	MN	1	I	33	2//1650100	F	CSN	      
7366	24/11/1995	MOSA	LR	26	D	44	2//170	F	CSN	      
7367	24/11/1995	MOSA	MN	1	D	20	2//171070	F	CSN	      
7368	24/11/1995	MOSA	MN	1	C	21	2//171090	M	AN	      
7369	24/11/1995	MOSA	MN	3	F	19	2//1720100	F	CSN	      
7370	24/11/1995	MOSA	MN	2	A	26	2//172090	M	AN	      
7371	24/11/1995	MOSA	MN	6	E	18	2//1730100	F	CSN	      
7372	24/11/1995	MOSA	MN	4	E	19	2//173060	F	CSN	      
7373	24/11/1995	MOSA	MN	4	C	24	2//173070	F	CSN	      
7374	24/11/1995	MOSA	MN	5	I	32	2//173080	F	CSN	      
7375	24/11/1995	MOSA	MN	5	J	50	2//173090	M	SV	      
7376	24/11/1995	MOSA	MN	1	H	15	2//1740100	M	AN	      
7377	24/11/1995	MOSA	MN	6	F	16	2//174060	M	AN	      
7378	24/11/1995	MOSA	MN	7	H	28	2//174070	M	AN	      
7379	24/11/1995	MOSA	MN	7	D	19	2//174080	F	CSN	      
7380	24/11/1995	MOSA	MN	7	I	32	2//174090	F	CSN	      
7381	24/11/1995	MOSA	MN	2	B	34	2//1750	F	CSN	     CON  
7382	24/11/1995	MOSA	MN	8	I	47	2//1750100	M	AN	      
7383	24/11/1995	MOSA	MN	1	G	21	2//175060	M	AN	      
7384	24/11/1995	MOSA	MN	7	A	18	2//175070	M	AN	      
7385	24/11/1995	MOSA	MN	8	J	36	2//175080	F	CSN	      
7386	24/11/1995	MOSA	MN	9	G	23	2//175090	F	CSN	      
7387	24/11/1995	MOSA	MN	4	I	32	2//1790	F	CSN	      
7388	24/11/1995	MOSA	MN	12	J	27	2//1810100	M	AN	      
7389	24/11/1995	MOSA	MN	9	D	23	2//181060	M	AN	      
7390	24/11/1995	MOSA	LR	9	H	34	2//181070	M	AN	      
7391	24/11/1995	MOSA	MN	11	C	21	2//181080	M	AN	      
7392	24/11/1995	MOSA	MN	11	E	26	2//181090	M	AN	      
7393	24/11/1995	MOSA	MN	14	I	21	2//1820100	F	CSN	      
7394	24/11/1995	MOSA	MN	13	J	25	2//182060	M	AN	      
7395	24/11/1995	MOSA	MN	13	G	15	2//182070	M	AN	      
7396	24/11/1995	MOSA	MN	13	C	23	2//182080	M	AN	      
7397	24/11/1995	MOSA	MN	13	D	28	2//182090	M	AN	      
7398	24/11/1995	MOSA	MN	18	F	33	2//1830100	M	SN	     CON  
7399	24/11/1995	MOSA	MN	14	C	42	2//183060	M	SV	      
7400	24/11/1995	MOSA	MN	16	E	18	2//183070	M	AN	      
7401	24/11/1995	MOSA	MN	17	D	23	2//183080	F	CSN	      
7402	24/11/1995	MOSA	MN	18	D	21	2//183090	F	CSN	      
7403	24/11/1995	MOSA	MN	20	J	37	2//1840100	M	AN	      
7404	24/11/1995	MOSA	MN	18	G	24	2//184060	F	CSN	      
7405	24/11/1995	MOSA	MN	18	J	19	2//184070	M	AN	      
7406	24/11/1995	MOSA	MN	19	C	35	2//184080	M	AN	      
7407	24/11/1995	MOSA	MN	19	E	17	2//184090	M	AN	      
7408	24/11/1995	MOSA	MN	24	A	18	2//1850100	F	CSN	      
7409	24/11/1995	MOSA	MN	21	C	20	2//185060	M	AN	      
7410	24/11/1995	MOSA	MN	21	D	29	2//185070	M	AN	      
7411	24/11/1995	MOSA	MN	22	A	29	2//185080	F	CSN	      
7412	24/11/1995	MOSA	MN	22	J	26	2//185090	F	CSN	      
7413	24/11/1995	MOSA	MN	16	B	16	2//2080	F	CSN	      
7414	24/11/1995	MOSA	MN	14	B	27	2//2090	F	CSN	      
7415	24/11/1995	MOSA	MN	15	C	26	2//220100	M	AN	      
7416	24/11/1995	MOSA	MN	17	A	23	2//2205060	M	AN	      
7417	24/11/1995	MOSA	MN	16	I	28	2//24070	M	SN	      
7418	24/11/1995	MOSA	MN	18	B	36	2//25090	F	CSN	      
7419	24/11/1995	MOSA	MN	27	J	25	2//2510100	F	CSN	      
7420	24/11/1995	MOSA	MN	18	E	36	2//251060	F	CSN	      
7421	24/11/1995	MOSA	MN	24	G	44	2//251070	F	CSN	      
7422	24/11/1995	MOSA	MN	24	I	20	2//251080	F	CSN	      
7423	24/11/1995	MOSA	MN	26	C	37	2//251090	M	AN	      
7424	24/11/1995	MOSA	LR	19	A	51	2//2520100	M	AN	      
7425	24/11/1995	MOSA	MN	28	A	23	2//252060	M	AN	      
7426	24/11/1995	MOSA	MN	28	J	28	2//252070	M	AN	     CON  
7427	24/11/1995	MOSA	MN	21	H	21	2//252080	F	CSN	      
7428	24/11/1995	MOSA	MN	28	C	24	2//252090	F	CSN	      
7429	24/11/1995	MOSA	MN	29	J	18	2//253060	F	CSN	      
7430	24/11/1995	MOSA	MN	30	D	21	2//253070	F	CSN	      
